Kategori;Poz No;Taným;Birim;2025 Birim Fiyat (TL)
BOYA & ALÇI;155301404;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1277.55
BOYA & ALÇI;155301405;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm standart alçý levha ile);m²;1229.40
BOYA & ALÇI;155301406;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1323.90
BOYA & ALÇI;155301407;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1297.65
BOYA & ALÇI;155301408;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1392.15
BOYA & ALÇI;155301409;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm standart alçý levha ile);m²;1133.10
BOYA & ALÇI;155301410;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1227.60
BOYA & ALÇI;155301411;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1201.35
BOYA & ALÇI;155301412;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1295.85
BOYA & ALÇI;155301413;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm standart alçý levha ile);m²;1251.83
BOYA & ALÇI;155301414;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1346.33
BOYA & ALÇI;155301415;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1320.08
BOYA & ALÇI;155301416;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1414.58
BOYA & ALÇI;155301417;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm standart alçý levha ile);m²;1154.65
BOYA & ALÇI;155301418;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1249.15
BOYA & ALÇI;155301419;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1222.90
BOYA & ALÇI;155301420;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1317.40
BOYA & ALÇI;155301421;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm standart alçý levha ile);m²;1278.89
BOYA & ALÇI;155301422;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1373.39
BOYA & ALÇI;155301423;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1347.14
BOYA & ALÇI;155301424;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 40 cm aks aralýðý) (her iki yüzünde çift kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1441.64
BOYA & ALÇI;155301451;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm standart alçý levha ile);m²;1261.18
BOYA & ALÇI;155301452;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1379.30
BOYA & ALÇI;155301453;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1375.36
BOYA & ALÇI;155301454;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1505.30
BOYA & ALÇI;155301455;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm standart alçý levha ile);m²;1279.48
BOYA & ALÇI;155301456;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1397.60
BOYA & ALÇI;155301457;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1393.66
BOYA & ALÇI;155301458;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1523.60
BOYA & ALÇI;155301459;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm standart alçý levha ile);m²;1301.03
BOYA & ALÇI;155301460;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1419.15
BOYA & ALÇI;155301461;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1415.21
BOYA & ALÇI;155301462;Alçý levhalar ile tek iskeletli bölme duvar yapýlmasý (Duvar C 100 profil - 60 cm aks aralýðý) (her iki yüzünde üç kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1545.15
BOYA & ALÇI;155301501;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm standart alçý levha ile);m²;1412.48
BOYA & ALÇI;155301502;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1491.23
BOYA & ALÇI;155301503;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1488.60
BOYA & ALÇI;155301504;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1575.23
BOYA & ALÇI;155301505;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm standart alçý levha ile);m²;1470.23
BOYA & ALÇI;155301506;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1564.73
BOYA & ALÇI;155301507;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1538.48
BOYA & ALÇI;155301508;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1632.98
BOYA & ALÇI;155301509;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm standart alçý levha ile);m²;1449.09
BOYA & ALÇI;155301510;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1527.84
BOYA & ALÇI;155301511;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1525.21
BOYA & ALÇI;155301512;Alçý levhalar ile çift iskeletli bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1611.84
BOYA & ALÇI;155301551;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm standart alçý levha ile);m²;1607.86
BOYA & ALÇI;155301552;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1688.49
BOYA & ALÇI;155301553;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1685.80
BOYA & ALÇI;155301554;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1774.49
BOYA & ALÇI;155301555;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm standart alçý levha ile);m²;1666.99
BOYA & ALÇI;155301556;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1763.74
BOYA & ALÇI;155301557;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1736.86
BOYA & ALÇI;155301558;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 50 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 15 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1833.61
BOYA & ALÇI;155301559;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm standart alçý levha ile);m²;1644.48
BOYA & ALÇI;155301560;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ alçý levha ile);m²;1725.10
BOYA & ALÇI;155301561;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1722.41
BOYA & ALÇI;155301562;Alçý levhalar ile çift iskeletli (birbirine alçý levha þeritlerle baðlanmýþ) bölme duvar yapýlmasý (Duvar C 75 profil - 60 cm aks aralýðý) (her iki yüzünde iki kat 12,5 mm su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;1811.10
BOYA & ALÇI;155301701;Alçý levhalar ile yapýþtýrma yöntemiyle giydirme duvar yapýlmasý (12,5 mm tek kat standart alçý levha ile);m²;725.18
BOYA & ALÇI;155301702;Alçý levhalar ile yapýþtýrma yöntemiyle giydirme duvar yapýlmasý (12,5 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;744.86
BOYA & ALÇI;155301703;Alçý levhalar ile yapýþtýrma yöntemiyle giydirme duvar yapýlmasý (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;744.21
BOYA & ALÇI;155301704;Alçý levhalar ile yapýþtýrma yöntemiyle giydirme duvar yapýlmasý (12,5 mm tek kat su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;765.86
BOYA & ALÇI;155301726;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm tek kat standart alçý levha ile);m²;544.76
BOYA & ALÇI;155301727;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;564.45
BOYA & ALÇI;155301728;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;563.80
BOYA & ALÇI;155301729;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;585.45
BOYA & ALÇI;155301730;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (15 mm tek kat standart alçý levha ile);m²;559.20
BOYA & ALÇI;155301731;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (15 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;582.83
BOYA & ALÇI;155301732;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (15 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;576.26
BOYA & ALÇI;155301733;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (15 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;599.89
BOYA & ALÇI;155301751;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm çift kat standart alçý levha ile);m²;700.85
BOYA & ALÇI;155301752;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm çift kat su emme oraný azaltýlmýþ alçý levha ile);m²;740.23
BOYA & ALÇI;155301753;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm çift kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;738.91
BOYA & ALÇI;155301754;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Tavan C 60 profil - 60 cm aks aralýðý) (12,5 mm çift kat su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;782.23
BOYA & ALÇI;155301776;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 60 cm aks aralýðý) (12,5 mm tek kat standart alçý levha ile);m²;693.30
BOYA & ALÇI;155301777;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 60 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;712.99
BOYA & ALÇI;155301778;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 60 cm aks aralýðý) (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;712.34
BOYA & ALÇI;155301779;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 60 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;733.99
BOYA & ALÇI;155301780;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 40 cm aks aralýðý) (12,5 mm tek kat standart alçý levha ile);m²;832.46
BOYA & ALÇI;155301781;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 40 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;852.15
BOYA & ALÇI;155301782;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 40 cm aks aralýðý) (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;851.50
BOYA & ALÇI;155301783;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 40 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;873.15
BOYA & ALÇI;155301784;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 60 cm aks aralýðý) (12,5 mm tek kat standart alçý levha ile);m²;711.60
BOYA & ALÇI;155301785;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 60 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;731.29
BOYA & ALÇI;155301786;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 60 cm aks aralýðý) (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;730.64
BOYA & ALÇI;155301787;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 60 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;752.29
BOYA & ALÇI;155301788;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 40 cm aks aralýðý) (12,5 mm tek kat standart alçý levha ile);m²;854.89
BOYA & ALÇI;155301789;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 40 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ alçý levha ile);m²;874.58
BOYA & ALÇI;155301790;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 40 cm aks aralýðý) (12,5 mm tek kat yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;873.93
BOYA & ALÇI;155301791;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 75 profil - 40 cm aks aralýðý) (12,5 mm tek kat su emme oraný azaltýlmýþ, yangýna dayanýmý artýrýlmýþ alçý levha ile);m²;895.58
BOYA & ALÇI;155301792;Alçý levha ile tek iskeletli giydirme duvar yapýlmasý (Tek Duvar C 50 profil - 60 cm aks aralýðý) (15 mm tek kat standart alçý levha ile);m²;707.74
